dataset,path,size_bytes,size_human,row_count,columns_or_keys,status,route_priority
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1/S06_polypgen_external_eligibility_manifest.csv,261,261.00 B,0,external_id|center|pair_stem|image_member|mask_member|image_width|image_height|image_raw_sha256|image_decoded_rgb_sha256|image_dhash64|exact_duplicate_status|exact_duplicate_hit_count|near_duplicate_candidate_count|eligibility|eligibility_uses_mask_content,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1/summary.txt,1191,1.16 KiB,,,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/ambiguous_or_unpaired_members.csv,71,71.00 B,0,center|pair_stem|image_count|mask_count|image_members|mask_members,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/archive_inventory.csv,3080431,2.94 MiB,25118,member|is_dir|suffix|compressed_size|uncompressed_size|crc32_metadata_only|single_frame_kind|center|detected_release_layout,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/audit.json,1326,1.29 KiB,,script_version|build|protocol_sha256|archive_path|archive_sha256|archive_size_bytes|s01_manifest_sha256|existing_frozen_image_count|zip_metadata_audit|polypgen_single_frame_pair_count|center_pair_counts|detected_release_layout_member_counts|published_expected_single_frames|exact_duplicate_external_samples|near_duplicate_hold_external_samples|eligible_pending_s06c_samples|polypgen_mask_bytes_opened|polypgen_masks_extracted|polypgen_mask_pixels_inspected|eligibility_used_mask_content|model_inference_performed|target_metrics_computed|decision,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/exact_duplicate_matches.csv,152,152.00 B,0,polypgen_center|polypgen_pair_stem|polypgen_image_member|existing_sample_id|existing_dataset|existing_role|raw_byte_sha_match|decoded_rgb_sha_match,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/near_duplicate_candidates.csv,187,187.00 B,0,polypgen_center|polypgen_pair_stem|polypgen_image_member|existing_sample_id|existing_dataset|existing_role|dhash_hamming|polypgen_width|polypgen_height|existing_width|existing_height,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/polypgen_single_frame_image_fingerprints.csv,203,203.00 B,0,center|pair_stem|image_member|mask_member|image_member_uncompressed_size|mask_member_uncompressed_size|mask_member_crc32_metadata_only|raw_sha256|decoded_rgb_sha256|width|height|aspect_ratio|dhash64,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/S06_polypgen_external_eligibility_manifest.csv,261,261.00 B,0,external_id|center|pair_stem|image_member|mask_member|image_width|image_height|image_raw_sha256|image_decoded_rgb_sha256|image_dhash64|exact_duplicate_status|exact_duplicate_hit_count|near_duplicate_candidate_count|eligibility|eligibility_uses_mask_content,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix1/summary.txt,1223,1.19 KiB,,,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix2__building/ambiguous_or_unpaired_members.csv,335272,327.41 KiB,3074,center|pair_stem|image_count|mask_count|image_members|mask_members,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix2__building/archive_inventory.csv,3247964,3.10 MiB,25118,member|is_dir|suffix|compressed_size|uncompressed_size|crc32_metadata_only|single_frame_kind|center|detected_release_layout,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/ambiguous_or_unpaired_members.csv,71,71.00 B,0,center|pair_stem|image_count|mask_count|image_members|mask_members,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/archive_inventory.csv,3247964,3.10 MiB,25118,member|is_dir|suffix|compressed_size|uncompressed_size|crc32_metadata_only|single_frame_kind|center|detected_release_layout,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/audit.json,1786,1.74 KiB,,script_version|build|protocol_sha256|archive_path|archive_sha256|archive_size_bytes|s01_manifest_sha256|existing_frozen_image_count|zip_metadata_audit|polypgen_single_frame_pair_count|center_pair_counts|detected_release_layout_member_counts|published_expected_single_frames|expected_center_pair_counts|center_counts_match_frozen_probe|pairing_rule|pairing_rule_metadata_only|exact_duplicate_external_samples|near_duplicate_hold_external_samples|eligible_pending_s06c_samples|polypgen_mask_bytes_opened|polypgen_masks_extracted|polypgen_mask_pixels_inspected|eligibility_used_mask_content|model_inference_performed|target_metrics_computed|decision,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/exact_duplicate_matches.csv,152,152.00 B,0,polypgen_center|polypgen_pair_stem|polypgen_image_member|existing_sample_id|existing_dataset|existing_role|raw_byte_sha_match|decoded_rgb_sha_match,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/near_duplicate_candidates.csv,187,187.00 B,0,polypgen_center|polypgen_pair_stem|polypgen_image_member|existing_sample_id|existing_dataset|existing_role|dhash_hamming|polypgen_width|polypgen_height|existing_width|existing_height,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/polypgen_single_frame_image_fingerprints.csv,572809,559.38 KiB,1537,center|pair_stem|image_member|mask_member|image_member_uncompressed_size|mask_member_uncompressed_size|mask_member_crc32_metadata_only|raw_sha256|decoded_rgb_sha256|width|height|aspect_ratio|dhash64,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/S06_polypgen_external_eligibility_manifest.csv,634164,619.30 KiB,1537,external_id|center|pair_stem|image_member|mask_member|image_width|image_height|image_raw_sha256|image_decoded_rgb_sha256|image_dhash64|exact_duplicate_status|exact_duplicate_hit_count|near_duplicate_candidate_count|eligibility|eligibility_uses_mask_content,OK,0
PolypGen,outputs/S06_B_polypgen_integrity_overlap_audit_v1_fix3/summary.txt,1573,1.54 KiB,,,OK,0
PolypGen,outputs/S06_E_polypgen_external_image_clustered_statistics_v1/external_clustered_bootstrap_summary.csv,1976,1.93 KiB,2,architecture|n_unique_images|n_seed_rows|bootstrap_resamples|bootstrap_seed|architecture_rng_seed|safe_minus_source_point|safe_minus_source_ci95_low|safe_minus_source_ci95_high|safe_minus_tent_point|safe_minus_tent_ci95_low|safe_minus_tent_ci95_high|harm_prevention_point|harm_prevention_ci95_low|harm_prevention_ci95_high|tent_harmful_fraction_point|tent_harmful_fraction_ci95_low|tent_harmful_fraction_ci95_high|safe_harmful_fraction_point|safe_harmful_fraction_ci95_low|safe_harmful_fraction_ci95_high|benefit_retention_point|benefit_retention_ci95_low|benefit_retention_ci95_high|tent_acceptance_point|tent_acceptance_ci95_low|tent_acceptance_ci95_high|oracle_gap_point|oracle_gap_ci95_low|oracle_gap_ci95_high|criterion_D_utility_lower_ci_gt_0|criterion_E_harm_prevention_lower_ci_ge_0_50|architecture_statistical_decision,OK,0
PolypGen,outputs/S06_E_polypgen_external_image_clustered_statistics_v1/external_cluster_level_wilcoxon_holm.csv,569,569.00 B,4,architecture|comparison|statistic|p_raw|cluster_mean_difference|cluster_median_difference|p_holm|holm_significant_0_05,OK,0
PolypGen,outputs/S06_E_polypgen_external_image_clustered_statistics_v1/S06_E_EXTERNAL_CLUSTERED_STATISTICS_LOCK.json,1200,1.17 KiB,,script_version|build|protocol_sha256|s06d_lock_sha256|per_image_evaluation_sha256|bootstrap_resamples|bootstrap_seed|resampling_unit|seeds_kept_within_cluster|bootstrap_stratified_by_center|center_counts|primary_summary_sha256|wilcoxon_holm_sha256|polypgen_driven_tuning|architecture_decisions|decision,OK,0
PolypGen,outputs/S06_E_polypgen_external_image_clustered_statistics_v1/summary.txt,2161,2.11 KiB,,,OK,0
Prostate158,release/SafeTTA_clean_test_v102/outputs/Q1X_CM4B_mri_source_prediction_conditioned_safety_grouped_oof_fix1_v1/CM4B_SOURCE_SAFETY_OOF_SCORES.csv,1454693,1.39 MiB,10659,family|fold|global_index|case_key|slice_index|harmful|neutral|beneficial|source_dice|tent1_dice|delta_dice|score_M2|score_CondDINO|score_Final,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_UNLABELED_OPERATING_POINT_TRANSPORT_LOCK.json,5961,5.82 KiB,,status|decision|version|build|cm4b_lock_sha256|cm4c_lock_sha256|cm5a_lock_sha256|cm5a_helper_sha256|fix2_schema_correction|scientific_assumption|domain_ratio_estimator|support_gate|fixed_source_reference|naive_target_quantile_baseline|support_aware_transport|information_boundary|locked_cm6_evaluation_plan|artifacts|next_stage,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_PROMISE12_EXTERNAL_RANKING_BASELINE_AUDIT_LOCK.json,3973,3.88 KiB,,status|decision|version|build|scope|cm3_lock_sha256|cm4b_lock_sha256|cm4d_lock_sha256|cm5a_lock_sha256|cm6_lock_sha256|cm3_helper_sha256|cm4a_helper_sha256|cm4b_helper_sha256|cm5a_helper_sha256|methods|baseline_construction|statistics|interpretation_boundary|artifacts|next_stage,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_FULL_TARGET_MATCHED_RANDOMIZATION_SUMMARY.csv,711,711.00 B,3,metric|safettta|random_mean|random_ci95_low|random_ci95_high|safettta_minus_random_mean|delta_ci95_low|delta_ci95_high|one_sided_p_random_ge_safettta,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PAIRED_PATIENT_BOOTSTRAP_REPLICATES.csv,363101,354.59 KiB,2000,rep|safe_prevented_harm_fraction|random_prevented_harm_fraction|delta_prevented_harm_fraction|safe_mean_slice_deployed_dice|random_mean_slice_deployed_dice|delta_mean_slice_deployed_dice|safe_mean_patient_3d_deployed_dice|random_mean_patient_3d_deployed_dice|delta_mean_patient_3d_deployed_dice,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PAIRED_PATIENT_BOOTSTRAP_SUMMARY.csv,447,447.00 B,3,metric|bootstrap_reps|inner_random_draws_per_rep|mean_delta_safettta_minus_random|ci95_low|ci95_high|safettta_significantly_better_95ci,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_POINT_UTILITY_SUMMARY.json,1101,1.08 KiB,,SOURCE_ONLY|TENT_ALL|SAFETTA_FIXED_SOURCE_GATE|family_matched_coverage,OK,0
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PROMISE12_MATCHED_COVERAGE_UTILITY_AUDIT_LOCK.json,3937,3.84 KiB,,status|decision|version|build|scope|cm6_lock_sha256|cm7a_lock_sha256|frozen_policy|matched_random_baseline|point_results|interpretation_boundary|changes_after_gt|artifacts|next_stage,OK,0
NeoPolyp,release/SafeTTA_clean_test_v102/outputs/Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2/frozen_confirmatory_manifest.csv,395130,385.87 KiB,1000,sample_id|image_path|gt_path|image_raw_sha256|image_rgb_pixel_sha256|eligible_confirmatory|exclusion_reason|gt_pixels_decoded,OK,0
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1/R10L1B_MANIFEST_LOCK.json,955,955.00 B,,decision|input_paired_rows|retained_unique_rows|retained_unique_rgb_hashes|prior_hash_columns_removed_before_lock|output_duplicate_column_labels|exact_duplicate_or_conflict_rows_excluded|conflicting_annotation_rows_excluded|redundant_same_rgb_same_gt_rows_excluded|unpaired_files_excluded|centers|neoPolyp_exact_rgb_duplicates|conflicting_gt_policy|model_inference_run|performance_evaluated|source_training_overlap_status|locked_manifest,OK,0
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1/R10L1B_POLYPGEN_UNIQUE_STATIC_MANIFEST.csv,756249,738.52 KiB,1532,external_case_id|center|sample_id|image_path|gt_path|image_sha256|gt_sha256|pair_key|readable|image_width|image_height|image_mode|gt_width|gt_height|gt_mode|same_size|error|exact_duplicate_of_neopolyp|duplicate_within_polypgen_static,OK,0
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/model_case_prediction_manifest.csv,7359959,7.02 MiB,13788,sample_id|center|original_polypgen_sample_id|image_path|image_raw_sha256|model_family|model_state_id|training_seed|checkpoint_sha256|state_prediction_npz|state_index_csv|state_lock_json|state_row_index|source_foreground_pixels|a1_foreground_pixels|changed_pixels,OK,99
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/R10L3A_POLYPGEN_SOURCE_A1_PREDICTION_LOCK.json,2465,2.41 KiB,,decision|script_version|build|r05d3_script_sha256|polypgen_manifest_sha256|polypgen_manifest_lock_sha256|independence_lock_sha256|checkpoint_recovery_sha256|target_dataset|target_component|target_cases|centers|model_states|model_case_rows|source_prediction_masks|a1_prediction_masks|all_model_cases_received_a1|mask_height|mask_width|packed_bytes_per_mask|bitorder|action|optimizer|learning_rate|weight_decay|steps|episodic_reset|target_gt_path_column_read|target_gt_pixels_decoded|target_outcomes_revealed|safety_estimator_read|safety_scores_generated|artifacts,OK,99
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_R10L3B_polypgen_frozen_safety_score_lock_fix1_v1/R10L3B_FROZEN_POLYPGEN_SAFETY_SCORES.csv,6780292,6.47 MiB,13788,feature_row|sample_id|center|original_polypgen_sample_id|image_path|image_raw_sha256|model_family|model_state_id|training_seed|checkpoint_sha256|state_prediction_npz|state_row_index|morph_fg_fraction|morph_boundary_density|frozen_safety_probability|frozen_operating_threshold|frozen_risk_flag,OK,98
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_R10L3B_polypgen_frozen_safety_score_lock_fix1_v1/R10L3B_POLYPGEN_FROZEN_SAFETY_SCORE_LOCK.json,4575,4.47 KiB,,status|decision|script_version|build|primary_method|target_dataset|target_component|target_cases|model_states|model_case_rows|representation|estimator|representation_sentinel|information_boundary|upstream_hashes|artifacts|post_score_rules,OK,98
SUNSEG,release/SafeTTA_clean_test_v102/outputs/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1/R14B4B_FIX3_FINAL_CONFIRMATORY_MANIFEST.csv,545855,533.06 KiB,980,pair_key|dataset|visibility|clip_id|physical_case_id|frame_index|frame_member|gt_member|frame_size|gt_size|external_case_id|cluster_id|sampling_rank_within_case|sampling_hash|source_split_label|precontamination_status,OK,0
SUNSEG,release/SafeTTA_clean_test_v102/outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,5420704,5.17 MiB,8820,feature_row|sample_id|external_case_id|cluster_id|clip_id|source_split_label|frame_member|image_raw_sha256|model_family|model_state_id|training_seed|checkpoint_sha256|state_prediction_npz_relpath|state_row_index|morph_fg_fraction|morph_boundary_density|frozen_safety_probability|frozen_operating_threshold|frozen_risk_flag,OK,99
SUNSEG,release/SafeTTA_clean_test_v102/outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_SUNSEG_FROZEN_SAFETY_SCORE_LOCK.json,6114,5.97 KiB,,status|decision|script_version|build|primary_method|target_dataset|target_component|target_frames|physical_cases|model_states|model_frame_rows|representation|estimator|representation_sentinel|source_mask_decode_audit|rgb_cache|information_boundary|upstream_hashes|artifacts|post_score_rules|next_stage,OK,99
PolypGen,release/SafeTTA_clean_test_v102/outputs/Q1_SAFETTA_public_paper_stat_replay_v3/DIRECT_POLYPGEN/POLYPGEN_DIRECT_RECOMPUTE.json,1655,1.62 KiB,,status|mode|panel|panel_sha256|rows|family_column|score_column|delta_column|harm_rule|macro_auroc|macro_auprc|family_aurocs|family_auprcs|results|boundary,OK,0
Prostate158,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM4B_mri_source_prediction_conditioned_safety_grouped_oof_fix1_v1/CM4B_SOURCE_SAFETY_OOF_SCORES.csv,1454693,1.39 MiB,10659,family|fold|global_index|case_key|slice_index|harmful|neutral|beneficial|source_dice|tent1_dice|delta_dice|score_M2|score_CondDINO|score_Final,OK,0
PROMISE12,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2_v1/CM5B_UNLABELED_OPERATING_POINT_TRANSPORT_LOCK.json,5961,5.82 KiB,,status|decision|version|build|cm4b_lock_sha256|cm4c_lock_sha256|cm5a_lock_sha256|cm5a_helper_sha256|fix2_schema_correction|scientific_assumption|domain_ratio_estimator|support_gate|fixed_source_reference|naive_target_quantile_baseline|support_aware_transport|information_boundary|locked_cm6_evaluation_plan|artifacts|next_stage,OK,0
PROMISE12,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2_v1/CM7A_PROMISE12_EXTERNAL_RANKING_BASELINE_AUDIT_LOCK.json,3973,3.88 KiB,,status|decision|version|build|scope|cm3_lock_sha256|cm4b_lock_sha256|cm4d_lock_sha256|cm5a_lock_sha256|cm6_lock_sha256|cm3_helper_sha256|cm4a_helper_sha256|cm4b_helper_sha256|cm5a_helper_sha256|methods|baseline_construction|statistics|interpretation_boundary|artifacts|next_stage,OK,0
PROMISE12,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_FULL_TARGET_MATCHED_RANDOMIZATION_SUMMARY.csv,711,711.00 B,3,metric|safettta|random_mean|random_ci95_low|random_ci95_high|safettta_minus_random_mean|delta_ci95_low|delta_ci95_high|one_sided_p_random_ge_safettta,OK,0
PROMISE12,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PAIRED_PATIENT_BOOTSTRAP_REPLICATES.csv,363101,354.59 KiB,2000,rep|safe_prevented_harm_fraction|random_prevented_harm_fraction|delta_prevented_harm_fraction|safe_mean_slice_deployed_dice|random_mean_slice_deployed_dice|delta_mean_slice_deployed_dice|safe_mean_patient_3d_deployed_dice|random_mean_patient_3d_deployed_dice|delta_mean_patient_3d_deployed_dice,OK,0
PROMISE12,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_PAIRED_PATIENT_BOOTSTRAP_SUMMARY.csv,447,447.00 B,3,metric|bootstrap_reps|inner_random_draws_per_rep|mean_delta_safettta_minus_random|ci95_low|ci95_high|safettta_significantly_better_95ci,OK,0
PROMISE12,release/public_v1_fix4/SafeTTA_public_repro_v1/outputs/Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1_v1/CM7B_POINT_UTILITY_SUMMARY.json,1101,1.08 KiB,,SOURCE_ONLY|TENT_ALL|SAFETTA_FIXED_SOURCE_GATE|family_matched_coverage,OK,0
